content_id,content_type,language,genre,duration,release_date,rating,episode_count,season_count
cont_3375_3_4,series,english,action,3300000,2002-11-12,5,4,3
cont_2293_4_33,series,hindi,comedy,2700000,1996-01-17,1,33,4
cont_977_1_12,series,english,drama,3720000,2017-09-19,4,12,1
cont_3655_13_33,series,english,comedy,2580000,2010-05-23,7,33,13
cont_2185_1_4,series,english,drama,2820000,2006-01-09,4,4,1
cont_4158_2_6,series,english,drama,4800000,2010-07-19,9,6,2
cont_2132_11_5,series,english,drama,3180000,2020-05-20,4,5,11
cont_628_12_6,series,malayalam,drama,3240000,2005-04-14,1,6,12
cont_4444_10_18,series,hindi,action,2460000,2013-04-16,5,18,10
cont_4724_12_11,series,hindi,drama,3840000,2010-12-07,3,11,12
cont_3559_2_2,series,marathi,action,3720000,2001-12-03,1,2,2
cont_676_1_4,series,hindi,drama,3060000,2008-04-11,3,4,1
cont_890_4_7,series,telugu,drama,3540000,2002-10-29,4,7,4
cont_1314_5_3,series,tamil,drama,3480000,2009-09-03,5,3,5
cont_2180_2_19,series,hindi,comedy,4680000,2000-03-14,2,19,2
cont_4327_1_4,sports,english,badminton,10500000,2004-08-04,0,4,1
cont_2392_30_7,series,hindi,comedy,2760000,2020-07-23,6,7,30
cont_4452_3_25,series,hindi,drama,3060000,2006-05-31,5,25,3
cont_1283_3_11,series,tamil,drama,4980000,1996-07-06,1,11,3
cont_1935_32_13,series,hindi,comedy,3180000,2008-11-06,5,13,32
cont_3498_4_33,series,hindi,comedy,2820000,2020-12-09,9,33,4
cont_7_10_23,series,hindi,comedy,3660000,2012-07-18,1,23,10
cont_4857_9_20,series,tamil,comedy,3180000,2002-03-27,8,20,9
cont_1946_5_1,series,malayalam,comedy,2520000,2018-03-11,1,1,5
cont_2376_1_1,series,telugu,drama,5040000,2007-04-16,1,1,1
cont_975_1_4,series,kannada,drama,3000000,2017-07-05,7,4,1
cont_4341_9_10,series,english,sci-fi,2580000,1995-12-02,9,10,9
cont_1454_4_17,series,hindi,drama,3420000,2003-08-15,9,17,4
cont_2878_11_25,series,telugu,drama,5400000,2002-03-02,2,25,11
cont_3190_3_26,series,hindi,drama,3360000,1995-07-27,9,26,3
cont_3293_6_11,series,hindi,documentary,3180000,2003-12-30,1,11,6
cont_2167_1_2,sports,english,cricket,3120000,1996-07-22,0,2,1
cont_4634_8_32,series,gujarati,drama,3120000,2010-05-17,9,32,8
cont_2459_10_45,series,hindi,drama,3000000,2008-10-22,5,45,10
cont_2607_9_1,series,hindi,action,3480000,1997-09-15,5,1,9
cont_2328_4_16,series,hindi,action,2760000,2008-03-29,1,16,4
cont_1449_1_27,series,tamil,action,2760000,1997-07-28,10,27,1
cont_1827_1_29,series,hindi,action,2640000,2012-09-24,5,29,1
cont_2338_11_15,series,hindi,drama,4260000,2002-12-22,1,15,11
cont_4934_1_10,series,tamil,documentary,3000000,1993-10-11,6,10,1
cont_4037_4_27,series,telugu,horror,3120000,2009-09-27,2,27,4
cont_4104_2_30,series,hindi,action,2880000,1993-09-12,3,30,2
cont_3756_5_22,series,tamil,drama,3000000,2013-08-13,7,22,5
cont_2946_10_18,series,telugu,drama,3060000,2014-08-31,10,18,10
cont_553_13_11,series,gujarati,documentary,3240000,2002-12-03,8,11,13
cont_148_10_22,series,marathi,action,3840000,2018-09-30,9,22,10
cont_3116_4_12,series,marathi,comedy,3420000,2012-09-21,2,12,4
cont_4810_6_20,series,hindi,documentary,2580000,2013-12-13,7,20,6
cont_3118_4_6,series,hindi,drama,2820000,2017-08-14,9,6,4
cont_4543_9_3,series,english,comedy,3300000,2009-06-15,9,3,9
cont_3294_2_18,series,telugu,drama,2640000,2001-12-27,9,18,2
cont_1682_9_11,series,oriya,sci-fi,2940000,1998-04-30,2,11,9
cont_3510_8_9,series,hindi,drama,2940000,2019-08-09,3,9,8
cont_444_7_29,series,hindi,drama,3060000,2002-03-18,5,29,7
cont_4833_15_6,series,oriya,comedy,3000000,2003-04-28,9,6,15
cont_4446_9_5,series,malayalam,drama,3180000,1997-09-06,7,5,9
cont_7_15_36,series,hindi,comedy,3660000,2019-07-18,1,36,15
cont_343_1_37,series,hindi,drama,3240000,1997-12-03,8,37,1
cont_1577_9_48,series,marathi,action,3660000,2008-08-15,5,48,9
cont_808_14_14,series,malayalam,drama,4320000,2014-01-31,9,14,14
cont_1949_18_9,series,malayalam,comedy,4680000,2020-07-07,9,9,18
cont_1063_6_20,series,tamil,drama,3480000,1996-03-10,3,20,6
cont_1072_12_5,series,tamil,drama,5160000,1997-12-18,7,5,12
cont_1477_6_8,series,hindi,drama,4140000,2011-11-07,1,8,6
cont_649_1_38,series,hindi,drama,2820000,1996-12-28,1,38,1
cont_666_4_5,series,hindi,drama,2940000,2011-12-04,2,5,4
cont_882_11_9,series,hindi,comedy,2700000,1996-07-26,9,9,11
cont_1718_3_5,series,hindi,drama,2700000,2003-04-11,6,5,3
cont_3990_5_55,series,hindi,drama,5220000,2002-09-20,7,55,5
cont_1287_13_5,series,english,drama,3420000,2009-12-25,5,5,13
cont_3122_2_7,series,tamil,action,3480000,2013-09-23,1,7,2
cont_1283_10_12,series,tamil,drama,5400000,2004-10-28,1,12,10
cont_328_15_15,series,hindi,drama,3660000,2014-02-15,9,15,15
cont_4082_4_8,series,english,action,4080000,2006-05-06,10,8,4
cont_3257_15_55,series,tamil,drama,3360000,2020-05-01,5,55,15
cont_203_1_5,series,hindi,comedy,3300000,1992-12-31,3,5,1
cont_3708_10_23,series,english,drama,3840000,2012-07-18,5,23,10
cont_2722_12_21,series,malayalam,drama,4980000,2019-12-31,2,21,12
cont_100_1_6,series,gujarati,comedy,3300000,1996-02-18,7,6,1
cont_1631_9_8,series,hindi,drama,3660000,2012-07-17,9,8,9
cont_4472_2_34,series,english,drama,3180000,2013-10-30,3,34,2
cont_3229_6_7,series,telugu,drama,3120000,2008-08-30,8,7,6
cont_4039_32_1,series,hindi,drama,2820000,2013-04-14,3,1,32
cont_1646_6_24,series,telugu,drama,3000000,2015-06-11,2,24,6
cont_1059_2_9,series,hindi,action,3240000,2006-05-02,3,9,2
cont_4213_5_3,series,english,horror,3360000,2009-07-07,5,3,5
cont_4643_9_6,series,hindi,drama,3660000,2017-08-23,7,6,9
cont_3943_4_10,series,hindi,horror,5100000,2006-05-03,1,10,4
cont_582_6_17,series,english,horror,3600000,2015-11-21,4,17,6
cont_4234_9_6,series,english,drama,3480000,2008-11-27,5,6,9
cont_1815_1_3,series,hindi,comedy,3180000,1999-09-04,5,3,1
cont_1038_5_15,series,hindi,drama,4080000,1998-01-26,6,15,5
cont_3286_9_17,series,telugu,drama,3360000,2018-08-23,1,17,9
cont_2946_1_44,series,telugu,drama,2760000,2000-09-25,10,44,1
cont_3858_2_18,series,marathi,action,3360000,1992-11-10,1,18,2
cont_4410_5_1,series,english,comedy,3540000,2016-04-29,6,1,5
cont_3573_5_8,series,hindi,documentary,3180000,2008-10-30,2,8,5
cont_3791_34_1,series,english,drama,5460000,2003-09-08,2,1,34
cont_4601_10_29,series,hindi,drama,2640000,2005-10-19,6,29,10
cont_266_12_2,series,english,drama,3000000,2010-03-29,2,2,12
cont_4082_7_36,series,english,action,3720000,2012-10-13,10,36,7
cont_1038_11_13,series,hindi,drama,4020000,2005-02-06,6,13,11
cont_2_11_45,series,hindi,horror,3300000,2018-07-03,8,45,11
cont_3520_2_13,series,marathi,drama,2880000,2008-04-13,10,13,2
cont_2750_21_2,series,telugu,comedy,3180000,2019-08-28,1,2,21
cont_748_10_5,series,english,documentary,3360000,1994-04-13,8,5,10
cont_4170_6_23,series,english,comedy,4560000,2011-08-05,5,23,6
cont_2395_16_9,series,english,action,3420000,2007-09-08,8,9,16
cont_2129_11_4,series,english,drama,2520000,2004-07-03,10,4,11
cont_3573_9_10,series,hindi,documentary,3240000,2010-06-22,2,10,9
cont_4989_1_2,sports,hindi,cricket,3720000,2007-12-19,0,2,1
cont_2489_5_16,series,hindi,drama,3300000,1999-03-17,3,16,5
cont_4149_6_12,series,telugu,drama,4380000,2010-03-28,6,12,6
cont_327_2_38,series,malayalam,documentary,3540000,2017-04-27,2,38,2
cont_2615_3_25,series,tamil,documentary,3960000,2014-12-09,9,25,3
cont_372_3_25,series,english,comedy,3720000,2016-05-20,8,25,3
cont_426_12_16,series,telugu,comedy,3120000,2012-06-15,4,16,12
cont_3979_6_12,series,tamil,drama,3240000,2013-04-20,3,12,6
cont_2700_3_10,series,hindi,drama,3240000,2001-12-01,10,10,3
cont_357_1_3,series,malayalam,sci-fi,3240000,1993-04-07,10,3,1
cont_1283_14_21,series,tamil,drama,4800000,2009-11-07,1,21,14
cont_1424_8_10,series,hindi,action,3480000,2020-01-29,10,10,8
cont_1972_5_23,series,english,drama,5520000,2007-07-28,10,23,5
cont_1286_11_25,series,hindi,drama,3480000,2017-04-20,6,25,11
cont_1383_7_9,series,hindi,action,3060000,1995-01-14,8,9,7
cont_3549_15_9,series,english,drama,3480000,2016-02-04,4,9,15
cont_4811_9_8,series,telugu,drama,3240000,2017-11-14,7,8,9
cont_266_13_7,series,english,drama,3060000,2010-09-13,2,7,13
cont_3189_15_9,series,hindi,action,2820000,2006-04-11,4,9,15
cont_1981_4_7,series,english,action,3180000,1994-12-20,9,7,4
cont_265_2_55,series,hindi,drama,3720000,1999-04-22,4,55,2
cont_1680_13_15,series,hindi,drama,3360000,2020-02-28,9,15,13
cont_4682_11_31,series,marathi,drama,2700000,2015-08-08,2,31,11
cont_3655_2_28,series,english,comedy,2580000,1997-07-30,7,28,2
cont_1981_1_30,series,english,action,3360000,1991-10-13,9,30,1
cont_4468_3_1,series,hindi,drama,3000000,2006-04-02,2,1,3
cont_1520_1_4,sports,english,badminton,10080000,1992-06-19,0,4,1
cont_3869_11_15,series,hindi,comedy,3120000,2010-09-13,1,15,11
cont_2825_11_25,series,hindi,action,3240000,2018-01-08,4,25,11
cont_4130_8_13,series,hindi,action,3540000,1998-09-30,7,13,8
cont_135_6_5,series,bengali,comedy,2880000,2000-12-27,6,5,6
cont_2598_6_22,series,tamil,comedy,3360000,2017-09-09,6,22,6
cont_4900_6_32,series,english,comedy,3240000,2017-08-09,7,32,6
cont_4330_5_11,series,english,documentary,3240000,2020-03-26,2,11,5
cont_4507_1_4,sports,hindi,cricket,3480000,1998-02-22,0,4,1
cont_615_6_30,series,hindi,horror,4200000,1998-10-31,9,30,6
cont_475_1_7,series,english,drama,5220000,1995-10-18,10,7,1
cont_1680_9_41,series,hindi,drama,3060000,2013-10-14,9,41,9
cont_3151_4_3,series,tamil,drama,3540000,2012-03-09,8,3,4
cont_2750_4_5,series,telugu,comedy,2760000,2015-04-15,1,5,4
cont_3392_3_18,series,hindi,comedy,3300000,2018-03-05,5,18,3
cont_2630_9_28,series,hindi,action,3720000,2012-04-13,6,28,9
cont_4253_1_7,sports,english,hockey,3660000,2020-11-08,0,7,1
cont_3816_12_16,series,hindi,drama,2880000,2013-08-13,10,16,12
cont_4133_1_21,series,hindi,drama,2520000,2009-01-16,9,21,1
cont_3072_10_18,series,english,comedy,3840000,2011-04-08,1,18,10
cont_3565_8_33,series,telugu,drama,3180000,2008-12-04,1,33,8
cont_4509_10_16,series,hindi,comedy,3180000,2020-05-19,10,16,10
cont_780_13_23,series,hindi,comedy,3000000,2015-05-03,8,23,13
cont_1387_9_2,series,english,comedy,3180000,2018-03-07,8,2,9
cont_1477_2_21,series,hindi,drama,4380000,2008-09-23,1,21,2
cont_1724_4_5,series,hindi,drama,2820000,2009-11-25,10,5,4
cont_713_1_5,sports,english,cricket,2940000,1996-10-30,0,5,1
cont_3939_13_14,series,bengali,action,4440000,1997-06-23,9,14,13
cont_3920_4_4,series,hindi,drama,3180000,2016-03-16,7,4,4
cont_498_9_4,series,marathi,drama,4740000,2005-08-06,9,4,9
cont_4682_8_1,series,marathi,drama,2820000,2010-06-23,2,1,8
cont_3364_5_2,series,english,action,5640000,1992-08-15,9,2,5
cont_4533_2_21,series,hindi,comedy,3000000,2000-07-05,8,21,2
cont_666_4_20,series,hindi,drama,3180000,2012-06-01,2,20,4
cont_2733_5_5,series,hindi,comedy,4020000,1998-08-29,10,5,5
cont_1506_7_13,series,telugu,drama,3840000,2019-05-25,4,13,7
cont_4822_1_7,sports,hindi,cricket,10680000,2002-06-09,0,7,1
cont_1397_9_27,series,gujarati,drama,2820000,2001-08-02,1,27,9
cont_423_1_3,sports,hindi,football,3660000,2010-03-03,0,3,1
cont_1718_10_11,series,hindi,drama,2940000,2008-04-20,6,11,10
cont_1481_13_23,series,hindi,action,4800000,2010-01-07,9,23,13
cont_4512_19_11,series,hindi,drama,2880000,2003-04-30,1,11,19
cont_4337_1_12,sports,hindi,basketball,4080000,2019-02-04,0,12,1
cont_4218_6_7,series,hindi,drama,3000000,2014-10-31,6,7,6
cont_1223_5_1,series,english,drama,3480000,2007-11-18,10,1,5
cont_3072_3_14,series,english,comedy,3600000,2004-01-03,1,14,3
cont_2917_3_33,series,hindi,action,3600000,1996-06-09,10,33,3
cont_2715_1_29,series,hindi,action,3180000,2002-06-16,4,29,1
cont_4528_3_7,series,telugu,action,3060000,2015-01-02,7,7,3
cont_2298_1_31,series,hindi,comedy,3840000,1993-09-18,5,31,1
cont_2296_6_6,series,hindi,comedy,2940000,2016-07-04,1,6,6
cont_4037_1_27,series,telugu,horror,3360000,2005-10-18,2,27,1
cont_946_1_3,sports,hindi,football,3780000,2020-01-31,0,3,1
cont_1059_5_26,series,hindi,action,3300000,2009-07-21,3,26,5
cont_4518_1_43,series,telugu,comedy,3060000,2007-08-18,8,43,1
cont_3241_7_6,series,telugu,comedy,2400000,2010-12-27,9,6,7
cont_4246_7_1,series,hindi,drama,3000000,2002-02-12,2,1,7
cont_2024_3_4,series,hindi,drama,4500000,2015-09-12,6,4,3
cont_1955_8_23,series,telugu,documentary,2700000,2001-04-19,7,23,8
cont_3515_23_4,series,hindi,drama,3660000,2017-01-09,1,4,23
cont_4843_1_5,sports,english,badminton,5460000,1993-01-14,0,5,1
cont_4474_1_5,sports,english,football,3120000,1993-03-30,0,5,1
cont_3974_12_25,series,hindi,comedy,4320000,2018-07-02,3,25,12
cont_3363_4_1,series,hindi,drama,3840000,2002-08-19,3,1,4
cont_2416_5_19,series,hindi,drama,2940000,2015-06-28,9,19,5
cont_1951_1_1,sports,english,football,4800000,1997-10-15,0,1,1
cont_483_1_1,sports,english,cricket,5460000,2015-09-18,0,1,1
cont_3190_12_27,series,hindi,drama,3840000,2009-03-15,9,27,12
cont_509_4_4,series,marathi,comedy,2820000,1995-09-27,10,4,4
cont_3122_6_12,series,tamil,action,3420000,2020-03-14,1,12,6
cont_4972_8_12,series,hindi,comedy,4920000,2007-02-28,1,12,8
cont_3352_4_3,series,english,drama,3180000,2002-05-26,2,3,4
cont_1700_5_32,series,tamil,drama,3060000,1998-05-19,8,32,5
cont_4688_11_5,series,punjabi,documentary,2760000,2001-06-11,9,5,11
cont_4499_3_2,series,english,drama,3660000,2013-06-01,3,2,3
cont_7_14_4,series,hindi,comedy,3600000,2017-03-06,1,4,14
cont_2436_1_22,series,hindi,drama,3480000,2002-04-02,6,22,1
cont_4591_11_15,series,hindi,drama,3420000,2007-05-04,7,15,11
cont_1168_2_13,series,tamil,sci-fi,2520000,2011-12-04,5,13,2
cont_2129_5_22,series,english,drama,2820000,1997-03-18,10,22,5
cont_4652_10_45,series,gujarati,comedy,4080000,2019-03-25,8,45,10
cont_84_2_30,series,punjabi,action,2880000,1999-04-02,7,30,2
cont_3256_1_12,sports,hindi,cricket,5640000,2011-06-27,0,12,1
cont_2798_3_22,series,hindi,action,3420000,1994-04-01,5,22,3
cont_29_1_33,series,telugu,drama,3180000,2011-03-27,5,33,1
cont_3040_9_19,series,hindi,drama,3180000,2002-03-13,9,19,9
cont_3730_4_4,series,hindi,sci-fi,3480000,2018-09-08,2,4,4
cont_1944_1_12,series,hindi,action,4920000,2002-10-14,3,12,1
cont_553_24_13,series,gujarati,documentary,3540000,2013-06-20,8,13,24
cont_1942_1_44,series,hindi,drama,2760000,1994-04-16,3,44,1
cont_2792_9_11,series,gujarati,drama,3060000,2003-04-24,10,11,9
cont_3371_12_34,series,hindi,drama,3660000,2012-09-05,3,34,12
cont_4631_2_15,series,telugu,drama,3240000,2020-01-15,8,15,2
cont_2083_31_7,series,hindi,drama,2400000,2016-12-29,4,7,31
cont_2293_5_14,series,hindi,comedy,2640000,1996-09-25,1,14,5
cont_2811_5_41,series,telugu,drama,4620000,2008-05-01,9,41,5
cont_2700_14_18,series,hindi,drama,3240000,2013-01-08,10,18,14
cont_1397_1_5,series,gujarati,drama,2700000,1991-12-05,1,5,1
cont_1226_7_14,series,marathi,action,3180000,2009-09-17,6,14,7
cont_3708_6_8,series,english,drama,4320000,2005-11-16,5,8,6
cont_2641_4_27,series,telugu,action,2700000,2006-02-10,10,27,4
cont_3189_29_4,series,hindi,action,2820000,2016-09-09,4,4,29
cont_4424_3_24,series,hindi,comedy,3600000,2014-06-14,4,24,3
cont_4967_12_10,series,malayalam,drama,2820000,2009-12-23,7,10,12
cont_4148_22_17,series,hindi,drama,3840000,2011-11-06,9,17,22
cont_4762_1_10,sports,english,hockey,3480000,2001-01-12,0,10,1
cont_1310_28_19,series,hindi,action,2640000,2017-11-01,7,19,28
cont_1492_8_39,series,hindi,drama,3060000,2012-03-28,6,39,8
cont_737_1_19,series,hindi,drama,4740000,1997-02-17,4,19,1
cont_4213_21_2,series,english,horror,3480000,2018-06-02,5,2,21
cont_4350_1_3,sports,english,cricket,3840000,2002-10-21,0,3,1
cont_4833_9_8,series,oriya,comedy,2820000,2000-08-17,9,8,9
cont_2997_5_7,series,tamil,drama,3000000,2019-05-18,2,7,5
cont_1866_2_11,series,hindi,drama,2880000,2000-08-31,3,11,2
cont_2798_7_12,series,hindi,action,3000000,1999-03-06,5,12,7
cont_3189_25_10,series,hindi,action,3300000,2013-11-12,4,10,25
cont_2959_6_1,series,telugu,comedy,3060000,2006-12-10,6,1,6
cont_2310_2_10,series,hindi,comedy,4980000,2007-03-13,4,10,2
cont_1873_12_12,series,english,comedy,3480000,2007-12-19,3,12,12
cont_1337_3_16,series,hindi,drama,2820000,1996-11-10,3,16,3
cont_3113_4_22,series,hindi,drama,3660000,2019-01-13,7,22,4
cont_3386_3_15,series,malayalam,comedy,4140000,2007-12-09,7,15,3
cont_837_3_18,series,hindi,horror,3000000,2014-11-15,1,18,3
cont_4601_5_32,series,hindi,drama,2760000,1999-12-26,6,32,5
cont_2478_12_9,series,tamil,drama,5160000,2017-07-08,8,9,12
cont_376_1_8,sports,english,cricket,3480000,2006-01-20,0,8,1
cont_801_1_17,sports,hindi,cricket,3900000,2007-12-03,0,17,1
cont_1038_2_5,series,hindi,drama,4020000,1994-03-12,6,5,2
cont_2625_2_20,series,telugu,sci-fi,3420000,2004-05-13,8,20,2
cont_1717_1_1,sports,hindi,basketball,5220000,2020-05-04,0,1,1
cont_2811_3_19,series,telugu,drama,4380000,2003-09-01,9,19,3
cont_517_1_26,series,english,drama,3360000,2011-01-09,5,26,1
cont_1955_12_12,series,telugu,documentary,2460000,2005-05-28,7,12,12
cont_4772_12_22,series,hindi,drama,4440000,2012-01-11,9,22,12
cont_4992_10_10,series,hindi,action,4800000,2011-05-10,1,10,10
cont_374_13_10,series,hindi,action,3060000,1995-04-14,10,10,13
cont_1339_1_2,sports,english,cricket,3900000,2000-09-10,0,2,1
cont_2755_3_43,series,hindi,comedy,3600000,2017-10-29,5,43,3
cont_2796_9_12,series,hindi,horror,3180000,2019-04-05,3,12,9
cont_1038_16_29,series,hindi,drama,4080000,2011-07-17,6,29,16
cont_1780_7_5,series,english,sci-fi,3480000,2008-09-06,7,5,7
cont_1949_16_19,series,malayalam,comedy,4680000,2019-04-08,9,19,16
cont_3811_10_1,series,hindi,action,2880000,2019-04-13,10,1,10
cont_1203_9_51,series,marathi,drama,3240000,2009-11-03,6,51,9
cont_2776_6_28,series,hindi,sci-fi,2520000,1999-05-03,3,28,6
cont_966_5_1,series,hindi,drama,5100000,2000-06-26,9,1,5
cont_1203_13_10,series,marathi,drama,3420000,2016-02-12,6,10,13
cont_4577_4_38,series,hindi,drama,4140000,2005-09-24,1,38,4
cont_286_8_35,series,telugu,drama,2820000,2010-05-16,1,35,8
cont_127_4_38,series,oriya,action,2700000,2008-02-16,6,38,4
cont_185_7_7,series,hindi,drama,3840000,2005-09-17,1,7,7
cont_4486_2_7,series,telugu,drama,3180000,2015-05-04,10,7,2
cont_2559,movies,hindi,action,10500000,2009-04-20,3,0,0
cont_1072_25_12,series,tamil,drama,4980000,2003-09-30,7,12,25
cont_3528_11_30,series,english,action,4920000,2019-06-19,2,30,11
cont_1937_5_41,series,hindi,action,3240000,2015-05-01,7,41,5
cont_1877_2_8,series,english,drama,3660000,2013-10-07,4,8,2
cont_1158_23_6,series,bengali,horror,2820000,2014-04-16,9,6,23
cont_4543_9_7,series,english,comedy,3420000,2009-08-02,9,7,9
cont_1499_8_31,series,tamil,action,2580000,2012-12-29,2,31,8
cont_960_6_22,series,malayalam,comedy,4680000,2000-11-20,5,22,6
cont_1942_10_10,series,hindi,drama,3120000,2010-08-14,3,10,10
cont_1935_30_2,series,hindi,comedy,3240000,2007-08-20,5,2,30
cont_1681_2_16,series,hindi,sci-fi,5160000,2020-06-15,3,16,2
cont_2730_5_36,series,hindi,action,3480000,2013-10-29,7,36,5
cont_3124_5_15,series,hindi,drama,3120000,2014-10-13,3,15,5
cont_4219_10_5,series,hindi,comedy,3000000,1995-06-14,5,5,10
cont_4518_7_25,series,telugu,comedy,2700000,2016-07-01,8,25,7
cont_3356_5_5,series,english,action,2880000,2015-06-17,7,5,5
cont_4086_9_1,series,hindi,action,4080000,2009-06-24,6,1,9
cont_3294_7_28,series,telugu,drama,2700000,2011-01-09,9,28,7
cont_1818_1_1,sports,english,cricket,9420000,2009-09-08,0,1,1
cont_4600_1_8,sports,english,cricket,8640000,2004-03-24,0,8,1
cont_1519_1_5,sports,english,cricket,3240000,2019-11-26,0,5,1
cont_3352_23_21,series,english,drama,3000000,2017-12-21,2,21,23
cont_3371_11_54,series,hindi,drama,3300000,2011-07-01,3,54,11
cont_4606_22_6,series,hindi,drama,3000000,2003-08-21,6,6,22
cont_1937_7_20,series,hindi,action,3000000,2018-05-21,7,20,7
cont_4702_2_20,series,hindi,comedy,3360000,2014-05-12,7,20,2
cont_1353_13_1,series,telugu,drama,4500000,2013-01-31,2,1,13
cont_2685_2_21,series,hindi,drama,3780000,2020-08-03,8,21,2
cont_2257_1_8,sports,hindi,cricket,3120000,2011-09-09,0,8,1
cont_1185_7_32,series,hindi,drama,3600000,2007-10-08,9,32,7
cont_67_1_2,series,hindi,comedy,2880000,2009-08-07,4,2,1
cont_2707_10_2,series,hindi,comedy,3840000,2018-08-16,4,2,10
cont_1584_4_12,series,hindi,drama,3420000,2005-07-05,10,12,4
cont_2227_9_37,series,telugu,drama,2400000,2007-01-16,7,37,9
cont_4274_3_16,series,marathi,comedy,3720000,2010-05-23,1,16,3
cont_4472_6_10,series,english,drama,3180000,2017-07-05,3,10,6
cont_355_13_3,series,english,sci-fi,3360000,2018-07-02,9,3,13
cont_287_5_14,series,hindi,drama,4320000,2005-10-16,7,14,5
cont_3274_2_20,series,malayalam,drama,3360000,2019-09-06,2,20,2
cont_265_3_49,series,hindi,drama,3840000,2001-01-17,4,49,3
cont_3861_7_29,series,hindi,drama,3120000,2020-07-16,1,29,7
cont_2_12_16,series,hindi,horror,3660000,2019-05-11,8,16,12
cont_1680_10_42,series,hindi,drama,3240000,2015-08-17,9,42,10
cont_3371_2_6,series,hindi,drama,3660000,1993-05-12,3,6,2
cont_1466_18_6,series,malayalam,drama,3120000,2019-11-21,1,6,18
cont_3622_1_13,sports,english,badminton,9120000,1999-07-30,0,13,1
cont_2392_21_7,series,hindi,comedy,2700000,2011-12-26,6,7,21
cont_559_2_27,series,hindi,drama,4800000,2005-11-16,2,27,2
cont_628_6_11,series,malayalam,drama,3360000,2002-02-05,1,11,6
cont_1886_1_5,sports,english,badminton,4740000,2011-08-23,0,5,1
cont_4561_5_12,series,hindi,drama,3720000,2019-12-10,9,12,5
cont_2811_5_34,series,telugu,drama,4500000,2008-02-07,9,34,5
cont_553_29_20,series,gujarati,documentary,3540000,2018-06-18,8,20,29
cont_2975_1_32,series,hindi,comedy,2760000,2010-05-10,6,32,1
cont_310_17_22,series,english,comedy,4020000,2012-07-23,4,22,17
cont_1269_7_14,series,hindi,comedy,3480000,2011-02-08,7,14,7
cont_4225_9_10,series,hindi,comedy,3480000,2015-10-25,4,10,9
cont_4103_36_14,series,hindi,comedy,3720000,2020-04-14,10,14,36
cont_3500_1_45,series,english,comedy,3060000,2013-03-31,6,45,1
cont_1287_24_5,series,english,drama,3180000,2019-01-07,5,5,24
cont_553_1_16,series,gujarati,documentary,3540000,1991-08-27,8,16,1
cont_2394_5_40,series,hindi,documentary,5100000,1997-09-12,6,40,5
cont_321_5_17,series,hindi,drama,3660000,2012-04-22,4,17,5
cont_1714_13_8,series,marathi,drama,3060000,2011-04-07,6,8,13
cont_3386_3_12,series,malayalam,comedy,3660000,2007-11-03,7,12,3
cont_2179_25_7,series,hindi,drama,3360000,2008-12-21,8,7,25
cont_2573_4_47,series,hindi,drama,3180000,2014-04-04,5,47,4
cont_1275_2_4,series,hindi,comedy,2640000,2009-04-10,8,4,2
cont_2173_2_41,series,hindi,drama,3360000,2006-10-31,9,41,2
cont_3708_11_26,series,english,drama,3840000,2014-03-10,5,26,11
cont_1399_5_6,series,english,drama,4320000,1998-10-04,8,6,5
cont_3767_9_34,series,hindi,drama,2880000,2018-11-16,7,34,9
cont_343_7_29,series,hindi,drama,3180000,2007-11-29,8,29,7
cont_4577_11_11,series,hindi,drama,4200000,2017-09-21,1,11,11
cont_3190_14_36,series,hindi,drama,3300000,2012-07-09,9,36,14
cont_3190_19_36,series,hindi,drama,3840000,2020-01-29,9,36,19
cont_2395_15_5,series,english,action,3300000,2007-04-05,8,5,15
cont_1577_5_9,series,marathi,action,3900000,1999-11-07,5,9,5
cont_2328_2_2,series,hindi,action,3060000,2006-06-20,1,2,2
cont_4037_2_27,series,telugu,horror,3120000,2007-02-10,2,27,2
cont_4763_10_25,series,hindi,drama,3060000,2013-02-04,5,25,10
cont_475_16_24,series,english,drama,5100000,2014-08-03,10,24,16
cont_2436_10_29,series,hindi,drama,3540000,2018-02-25,6,29,10
cont_1681_2_9,series,hindi,sci-fi,5040000,2020-03-23,3,9,2
cont_3905_14_6,series,hindi,drama,2940000,1998-10-12,9,6,14
cont_2962_2_3,series,malayalam,drama,4680000,2007-07-31,2,3,2
cont_4776_3_17,series,hindi,drama,3660000,2006-06-18,7,17,3
cont_1815_10_40,series,hindi,comedy,3600000,2018-08-19,5,40,10
cont_4660_5_8,series,hindi,documentary,4800000,2019-11-30,5,8,5
cont_3081_11_17,series,english,drama,3360000,2011-03-06,1,17,11
cont_839_11_3,series,hindi,comedy,3180000,2007-07-02,2,3,11
cont_4904_9_16,series,hindi,action,3000000,2015-06-19,9,16,9
cont_2397_4_14,series,gujarati,drama,3480000,1998-07-14,2,14,4
cont_2479_9_17,series,english,drama,3180000,2011-08-16,5,17,9
cont_3682_7_5,series,telugu,comedy,3240000,1996-03-01,4,5,7
cont_4740_1_25,series,malayalam,drama,3540000,2017-05-12,2,25,1
cont_3005_1_11,series,kannada,drama,2580000,2008-10-21,10,11,1
cont_2392_5_12,series,hindi,comedy,3240000,1996-11-26,6,12,5
cont_3894_14_3,series,malayalam,drama,3120000,2017-07-20,5,3,14
cont_1815_3_58,series,hindi,comedy,3660000,2005-06-04,5,58,3
cont_1449_3_25,series,tamil,action,2820000,2000-09-22,10,25,3
